,image,normal_or_not
946,"[[[33 33 33]
  [33 33 33]
  [33 33 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[33 33 33]
  [33 33 33]
  [33 33 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[33 33 33]
  [33 33 33]
  [33 33 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1.0
677,"[[[31 31 31]
  [28 28 28]
  [22 22 22]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 [[31 31 31]
  [28 28 28]
  [22 22 22]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 [[31 31 31]
  [27 27 27]
  [22 22 22]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 ...

 [[ 1  1  1]
  [ 9  9  9]
  [19 19 19]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [10 10 10]
  [20 20 20]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [10 10 10]
  [21 21 21]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1.0
554,"[[[77 77 77]
  [75 75 75]
  [76 76 76]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[74 74 74]
  [71 71 71]
  [73 73 73]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[74 74 74]
  [69 69 69]
  [68 68 68]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0.0
226,"[[[ 0  0  0]
  [85 85 85]
  [85 85 85]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [85 85 85]
  [85 85 85]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [86 86 86]
  [84 84 84]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0.0
658,"[[[32 32 32]
  [31 31 31]
  [30 30 30]
  ...
  [69 69 69]
  [69 69 69]
  [69 69 69]]

 [[32 32 32]
  [31 31 31]
  [29 29 29]
  ...
  [69 69 69]
  [69 69 69]
  [69 69 69]]

 [[31 31 31]
  [30 30 30]
  [29 29 29]
  ...
  [69 69 69]
  [69 69 69]
  [69 69 69]]

 ...

 [[21 21 21]
  [21 21 21]
  [21 21 21]
  ...
  [25 25 25]
  [25 25 25]
  [25 25 25]]

 [[21 21 21]
  [21 21 21]
  [21 21 21]
  ...
  [25 25 25]
  [25 25 25]
  [25 25 25]]

 [[21 21 21]
  [21 21 21]
  [21 21 21]
  ...
  [25 25 25]
  [25 25 25]
  [25 25 25]]]",0.0
39,"[[[ 1  1  1]
  [ 8  8  8]
  [13 13 13]
  ...
  [87 87 87]
  [91 91 91]
  [91 91 91]]

 [[ 1  1  1]
  [ 8  8  8]
  [13 13 13]
  ...
  [86 86 86]
  [90 90 90]
  [90 90 90]]

 [[ 1  1  1]
  [ 8  8  8]
  [13 13 13]
  ...
  [86 86 86]
  [88 88 88]
  [88 88 88]]

 ...

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 9  9  9]
  [10 10 10]
  [10 10 10]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 9  9  9]
  [10 10 10]
  [10 10 10]]

 [[ 0  0  0]
  [ 2  2  2]
  [ 3  3  3]
  ...
  [ 9  9  9]
  [ 8  8  8]
  [ 8  8  8]]]",0.0
44,"[[[  4   4   4]
  [ 30  30  30]
  [ 27  27  27]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[  3   3   3]
  [ 30  30  30]
  [ 26  26  26]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[  2   2   2]
  [ 28  28  28]
  [ 25  25  25]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [126 126 126]
  [136 136 136]
  [141 141 141]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [126 126 126]
  [136 136 136]
  [142 142 142]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [127 127 127]
  [136 136 136]
  [142 142 142]]]",0.0
998,"[[[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 18  18  18]
  [ 17  17  17]
  [ 16  16  16]]

 [[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 15  15  15]]

 [[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [114 114 114]
  [114 114 114]
  [114 114 114]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [114 114 114]
  [114 114 114]
  [114 114 114]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [114 114 114]
  [114 114 114]
  [114 114 114]]]",1.0
365,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [60 60 60]
  [59 59 59]
  [62 62 62]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [65 65 65]
  [62 62 62]
  [62 62 62]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [67 67 67]
  [64 64 64]
  [62 62 62]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0.0
388,"[[[ 7  7  7]
  [ 6  6  6]
  [ 8  8  8]
  ...
  [19 19 19]
  [20 20 20]
  [14 14 14]]

 [[ 0  0  0]
  [ 8  8  8]
  [12 12 12]
  ...
  [21 21 21]
  [21 21 21]
  [17 17 17]]

 [[ 8  8  8]
  [ 8  8  8]
  [ 6  6  6]
  ...
  [23 23 23]
  [23 23 23]
  [14 14 14]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0.0
64,"[[[  0   0   0]
  [ 71  71  71]
  [ 61  61  61]
  ...
  [162 162 162]
  [174 174 174]
  [184 184 184]]

 [[  0   0   0]
  [ 72  72  72]
  [ 62  62  62]
  ...
  [161 161 161]
  [173 173 173]
  [183 183 183]]

 [[  0   0   0]
  [ 73  73  73]
  [ 63  63  63]
  ...
  [160 160 160]
  [171 171 171]
  [182 182 182]]

 ...

 [[  0   0   0]
  [ 18  18  18]
  [ 25  25  25]
  ...
  [ 63  63  63]
  [ 66  66  66]
  [ 68  68  68]]

 [[  0   0   0]
  [ 18  18  18]
  [ 25  25  25]
  ...
  [ 63  63  63]
  [ 66  66  66]
  [ 68  68  68]]

 [[  0   0   0]
  [ 18  18  18]
  [ 25  25  25]
  ...
  [ 63  63  63]
  [ 66  66  66]
  [ 68  68  68]]]",0.0
659,"[[[14 14 14]
  [14 14 14]
  [14 14 14]
  ...
  [63 63 63]
  [60 60 60]
  [56 56 56]]

 [[12 12 12]
  [12 12 12]
  [13 13 13]
  ...
  [61 61 61]
  [59 59 59]
  [57 57 57]]

 [[ 8  8  8]
  [10 10 10]
  [12 12 12]
  ...
  [57 57 57]
  [58 58 58]
  [58 58 58]]

 ...

 [[ 9  9  9]
  [ 9  9  9]
  [ 8  8  8]
  ...
  [11 11 11]
  [10 10 10]
  [ 9  9  9]]

 [[ 7  7  7]
  [ 7  7  7]
  [ 7  7  7]
  ...
  [12 12 12]
  [11 11 11]
  [10 10 10]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [14 14 14]
  [13 13 13]
  [13 13 13]]]",0.0
324,"[[[ 66  66  66]
  [ 65  65  65]
  [ 68  68  68]
  ...
  [107 107 107]
  [100 100 100]
  [108 108 108]]

 [[ 66  66  66]
  [ 64  64  64]
  [ 65  65  65]
  ...
  [106 106 106]
  [ 99  99  99]
  [107 107 107]]

 [[ 69  69  69]
  [ 66  66  66]
  [ 61  61  61]
  ...
  [108 108 108]
  [103 103 103]
  [112 112 112]]

 ...

 [[ 32  32  32]
  [ 41  41  41]
  [ 57  57  57]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 31  31  31]
  [ 41  41  41]
  [ 58  58  58]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 33  33  33]
  [ 44  44  44]
  [ 60  60  60]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",0.0
1218,"[[[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 18  18  18]
  [ 17  17  17]
  [ 16  16  16]]

 [[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 15  15  15]]

 [[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [114 114 114]
  [114 114 114]
  [114 114 114]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [114 114 114]
  [114 114 114]
  [114 114 114]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [114 114 114]
  [114 114 114]
  [114 114 114]]]",1.0
985,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [23 23 23]
  [23 23 23]
  [24 24 24]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [24 24 24]
  [24 24 24]
  [24 24 24]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [24 24 24]
  [24 24 24]
  [24 24 24]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1.0
384,"[[[  0   0   0]
  [108 108 108]
  [109 109 109]
  ...
  [148 148 148]
  [152 152 152]
  [154 154 154]]

 [[  0   0   0]
  [106 106 106]
  [109 109 109]
  ...
  [156 156 156]
  [158 158 158]
  [158 158 158]]

 [[  0   0   0]
  [108 108 108]
  [106 106 106]
  ...
  [168 168 168]
  [170 170 170]
  [169 169 169]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",0.0
584,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",0.0
1031,"[[[35 35 35]
  [35 35 35]
  [35 35 35]
  ...
  [18 18 18]
  [18 18 18]
  [18 18 18]]

 [[33 33 33]
  [33 33 33]
  [33 33 33]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[33 33 33]
  [33 33 33]
  [33 33 33]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1.0
312,"[[[ 54  54  54]
  [ 52  52  52]
  [ 50  50  50]
  ...
  [115 115 115]
  [119 119 119]
  [115 115 115]]

 [[ 55  55  55]
  [ 55  55  55]
  [ 52  52  52]
  ...
  [121 121 121]
  [122 122 122]
  [117 117 117]]

 [[ 58  58  58]
  [ 59  59  59]
  [ 56  56  56]
  ...
  [126 126 126]
  [124 124 124]
  [123 123 123]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",0.0
1167,"[[[31 31 31]
  [28 28 28]
  [22 22 22]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 [[31 31 31]
  [28 28 28]
  [22 22 22]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 [[31 31 31]
  [27 27 27]
  [22 22 22]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 ...

 [[ 1  1  1]
  [ 9  9  9]
  [19 19 19]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [10 10 10]
  [20 20 20]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [10 10 10]
  [21 21 21]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1.0
309,"[[[  0   0   0]
  [ 64  64  64]
  [ 62  62  62]
  ...
  [100 100 100]
  [ 98  98  98]
  [ 97  97  97]]

 [[  0   0   0]
  [ 64  64  64]
  [ 61  61  61]
  ...
  [102 102 102]
  [100 100 100]
  [ 99  99  99]]

 [[  0   0   0]
  [ 63  63  63]
  [ 60  60  60]
  ...
  [100 100 100]
  [ 98  98  98]
  [ 97  97  97]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",0.0
33,"[[[ 1  1  1]
  [ 9  9  9]
  [14 14 14]
  ...
  [16 16 16]
  [17 17 17]
  [ 2  2  2]]

 [[ 1  1  1]
  [ 9  9  9]
  [14 14 14]
  ...
  [18 18 18]
  [17 17 17]
  [ 2  2  2]]

 [[ 1  1  1]
  [ 9  9  9]
  [14 14 14]
  ...
  [18 18 18]
  [17 17 17]
  [ 2  2  2]]

 ...

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [14 14 14]
  [14 14 14]
  [ 0  0  0]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [15 15 15]
  [14 14 14]
  [ 0  0  0]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [17 17 17]
  [14 14 14]
  [ 0  0  0]]]",0.0
674,"[[[38 38 38]
  [38 38 38]
  [38 38 38]
  ...
  [18 18 18]
  [18 18 18]
  [18 18 18]]

 [[38 38 38]
  [38 38 38]
  [38 38 38]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[38 38 38]
  [38 38 38]
  [38 38 38]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1.0
522,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",0.0
475,"[[[ 0  0  0]
  [77 77 77]
  [72 72 72]
  ...
  [75 75 75]
  [77 77 77]
  [80 80 80]]

 [[ 0  0  0]
  [74 74 74]
  [68 68 68]
  ...
  [77 77 77]
  [75 75 75]
  [75 75 75]]

 [[ 0  0  0]
  [73 73 73]
  [69 69 69]
  ...
  [79 79 79]
  [77 77 77]
  [75 75 75]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0.0
136,"[[[ 0  0  0]
  [92 92 92]
  [90 90 90]
  ...
  [34 34 34]
  [34 34 34]
  [34 34 34]]

 [[ 1  1  1]
  [93 93 93]
  [91 91 91]
  ...
  [35 35 35]
  [34 34 34]
  [34 34 34]]

 [[ 1  1  1]
  [94 94 94]
  [92 92 92]
  ...
  [35 35 35]
  [36 36 36]
  [36 36 36]]

 ...

 [[ 1  1  1]
  [11 11 11]
  [ 0  0  0]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]]

 [[ 1  1  1]
  [ 9  9  9]
  [ 0  0  0]
  ...
  [ 8  8  8]
  [ 8  8  8]
  [ 8  8  8]]

 [[ 0  0  0]
  [ 7  7  7]
  [ 0  0  0]
  ...
  [10 10 10]
  [ 9  9  9]
  [ 9  9  9]]]",0.0
335,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [78 78 78]
  [81 81 81]
  [83 83 83]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [80 80 80]
  [82 82 82]
  [84 84 84]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [79 79 79]
  [80 80 80]
  [80 80 80]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  4  4]
  [ 5  5  5]
  [ 5  5  5]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 5  5  5]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]]",0.0
1091,"[[[35 35 35]
  [35 35 35]
  [35 35 35]
  ...
  [18 18 18]
  [18 18 18]
  [18 18 18]]

 [[33 33 33]
  [33 33 33]
  [33 33 33]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 [[33 33 33]
  [33 33 33]
  [33 33 33]
  ...
  [17 17 17]
  [17 17 17]
  [17 17 17]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1.0
888,"[[[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 18  18  18]
  [ 17  17  17]
  [ 16  16  16]]

 [[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 15  15  15]]

 [[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [114 114 114]
  [114 114 114]
  [114 114 114]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [114 114 114]
  [114 114 114]
  [114 114 114]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [114 114 114]
  [114 114 114]
  [114 114 114]]]",1.0
478,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",0.0
920,"[[[39 39 39]
  [39 39 39]
  [39 39 39]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[39 39 39]
  [39 39 39]
  [39 39 39]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[39 39 39]
  [39 39 39]
  [39 39 39]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1.0
1153,"[[[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [26 26 26]
  [31 31 31]
  [35 35 35]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [26 26 26]
  [30 30 30]
  [34 34 34]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [26 26 26]
  [30 30 30]
  [34 34 34]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [89 89 89]
  [88 88 88]
  [87 87 87]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [89 89 89]
  [89 89 89]
  [87 87 87]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [88 88 88]
  [89 89 89]
  [87 87 87]]]",1.0
1232,"[[[52 52 52]
  [50 50 50]
  [50 50 50]
  ...
  [88 88 88]
  [87 87 87]
  [87 87 87]]

 [[53 53 53]
  [50 50 50]
  [50 50 50]
  ...
  [85 85 85]
  [84 84 84]
  [84 84 84]]

 [[53 53 53]
  [51 51 51]
  [50 50 50]
  ...
  [81 81 81]
  [81 81 81]
  [81 81 81]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [82 82 82]
  [90 90 90]
  [96 96 96]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [81 81 81]
  [89 89 89]
  [96 96 96]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [80 80 80]
  [88 88 88]
  [95 95 95]]]",1.0
560,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [10 10 10]
  [10 10 10]
  [ 8  8  8]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 9  9  9]
  [ 7  7  7]
  [ 6  6  6]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 8  8  8]
  [ 7  7  7]
  [ 5  5  5]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0.0
